# rows 962
xG,yG,dxR,dyR,dxB,dyB,xG2,yG2,xG3,yG3
0.8389,0.8775,-0.5589,-0.3069,-0.8766,-0.8911,0.70375,0.7700,0.590373,0.6757
0.8388,0.4623,-0.5784,0.1356,-0.9049,-0.9154,0.70358,0.2137,0.590161,0.0988
0.8387,0.4993,-0.5038,0.0473,-0.6109,-0.8652,0.70343,0.2493,0.589967,0.1245
0.8391,0.9162,-0.5334,-0.4104,-0.8624,-0.9248,0.70404,0.8394,0.590744,0.7691
0.8389,0.4254,-0.5018,0.0358,-0.9663,-0.9487,0.70381,0.1810,0.590456,0.0770
0.8392,0.9515,-0.6768,-0.4725,-0.8767,-1.0011,0.70421,0.9054,0.590948,0.8616
0.8394,0.9906,-0.5377,-0.4428,-0.9957,-1.0513,0.70452,0.9813,0.591338,0.9721
0.8391,0.3887,-0.5792,0.1475,-0.7290,-1.0885,0.70414,0.1511,0.590866,0.0587
0.8393,0.3522,-0.4918,0.1910,-0.8865,-1.0182,0.70439,0.1240,0.591178,0.0437
0.8395,0.3157,-0.5895,0.2396,-0.8271,-0.9937,0.70475,0.0997,0.591627,0.0315
0.8397,0.2792,-0.5796,0.2187,-0.8433,-0.9989,0.70515,0.0779,0.592133,0.0218
0.8400,0.2427,-0.6591,0.1860,-0.8017,-1.1566,0.70557,0.0589,0.592671,0.0143
0.8402,0.2061,-0.4601,0.3140,-0.7250,-1.1210,0.70601,0.0425,0.593222,0.0088
0.8405,0.1697,-0.5624,0.4537,-0.8520,-1.0896,0.70652,0.0288,0.593865,0.0049
0.8409,0.1335,-0.4398,0.4505,-0.8721,-0.9859,0.70705,0.0178,0.594536,0.0024
0.8412,0.0972,-0.4811,0.3789,-0.8597,-1.0799,0.70761,0.0095,0.595239,0.0009
0.8415,0.0611,-0.5704,0.4572,-0.9381,-1.1615,0.70817,0.0037,0.595949,0.0002
0.8643,0.5375,-0.6962,0.0430,-1.0200,-0.9539,0.74707,0.2889,0.645723,0.1553
0.8642,0.5749,-0.6192,-0.0539,-0.8797,-0.8814,0.74692,0.3305,0.645528,0.1900
0.8642,0.6123,-0.5389,-0.2929,-0.9298,-1.0566,0.74692,0.3749,0.645525,0.2296
0.8643,0.6498,-0.6075,-0.2454,-0.9258,-0.9623,0.74704,0.4222,0.645675,0.2744
0.8644,0.6875,-0.6892,-0.2477,-0.8415,-1.0486,0.74712,0.4726,0.645778,0.3249
0.8645,0.4631,-0.5518,-0.0031,-0.8503,-0.9598,0.74730,0.2145,0.646015,0.0993
0.8644,0.5002,-0.6187,0.0023,-0.9041,-0.9201,0.74720,0.2502,0.645886,0.1252
0.8645,0.7253,-0.6397,-0.3574,-0.8528,-0.9484,0.74737,0.5261,0.646107,0.3816
0.8646,0.7634,-0.4494,-0.3957,-0.9167,-1.0423,0.74753,0.5828,0.646307,0.4450
0.8645,0.4263,-0.5974,-0.0268,-1.0225,-1.1845,0.74744,0.1817,0.646201,0.0775
0.8647,0.8018,-0.5877,-0.2949,-0.7712,-0.9729,0.74778,0.6429,0.646632,0.5154
0.8647,0.3895,-0.5799,0.1975,-0.6629,-0.8872,0.74767,0.1517,0.646494,0.0591
0.8649,0.8403,-0.5317,-0.4025,-0.9329,-0.9240,0.74813,0.7060,0.647090,0.5933
0.8649,0.3529,-0.6994,0.2318,-0.9430,-1.0659,0.74797,0.1245,0.646887,0.0439
0.8651,0.8788,-0.6829,-0.4712,-0.8981,-1.0263,0.74847,0.7724,0.647529,0.6788
0.8650,0.3164,-0.6625,0.1525,-0.7967,-1.0002,0.74827,0.1001,0.647274,0.0317
0.8654,0.9176,-0.5000,-0.5114,-0.8638,-1.0113,0.74889,0.8419,0.648082,0.7726
0.8653,0.2797,-0.5623,0.3418,-0.8980,-0.9722,0.74866,0.0783,0.647780,0.0219
0.8656,0.9529,-0.5511,-0.5811,-0.9725,-1.0969,0.74920,0.9081,0.648482,0.8654
0.8654,0.2432,-0.5077,0.2290,-0.7729,-1.1009,0.74898,0.0592,0.648197,0.0144
0.8659,0.9921,-0.5762,-0.4250,-0.8335,-1.0286,0.74970,0.9842,0.649126,0.9764
0.8657,0.2066,-0.6518,0.2846,-0.9118,-0.9762,0.74945,0.0427,0.648806,0.0088
0.8660,0.1701,-0.5696,0.3340,-0.8448,-1.0590,0.74994,0.0289,0.649437,0.0049
0.8663,0.1338,-0.6061,0.3075,-0.8329,-1.1569,0.75042,0.0179,0.650071,0.0024
0.8666,0.0976,-0.5169,0.4149,-1.0064,-0.9596,0.75092,0.0095,0.650719,0.0009
0.8668,0.0615,-0.4855,0.3234,-0.8327,-0.9796,0.75140,0.0038,0.651342,0.0002
0.8901,0.4640,-0.6247,0.0842,-0.7189,-0.8444,0.79235,0.2153,0.705297,0.0999
0.8901,0.5012,-0.7450,-0.1011,-0.7496,-1.0497,0.79236,0.2512,0.705312,0.1259
0.8901,0.5385,-0.6484,-0.1350,-0.7404,-1.0311,0.79228,0.2900,0.705205,0.1561
0.8901,0.5759,-0.7285,-0.1907,-0.8233,-1.0182,0.79233,0.3317,0.705277,0.1910
0.8902,0.6133,-0.5972,-0.1598,-0.8113,-1.0919,0.79240,0.3762,0.705363,0.2307
0.8903,0.6509,-0.5813,-0.2027,-0.8905,-1.0467,0.79263,0.4236,0.705676,0.2757
0.8903,0.3903,-0.5500,0.0877,-0.8735,-0.9998,0.79265,0.1523,0.705708,0.0595
0.8902,0.4271,-0.7377,0.1098,-0.8174,-0.9468,0.79252,0.1824,0.705534,0.0779
0.8904,0.6886,-0.7459,-0.2192,-0.7054,-0.9173,0.79284,0.4741,0.705951,0.3265
0.8905,0.3536,-0.6544,0.1550,-0.9116,-0.9811,0.79293,0.1250,0.706076,0.0442
0.8906,0.7265,-0.5308,-0.2501,-0.8691,-0.9710,0.79311,0.5278,0.706322,0.3834
0.8908,0.7646,-0.7484,-0.3188,-0.8877,-0.9570,0.79345,0.5846,0.706777,0.4470
0.8906,0.3171,-0.6736,0.1901,-0.7720,-1.1584,0.79318,0.1005,0.706415,0.0319
0.8909,0.8030,-0.5507,-0.2125,-0.9670,-0.9937,0.79379,0.6449,0.707227,0.5179
0.8907,0.2805,-0.6283,0.2957,-0.8538,-0.9898,0.79342,0.0787,0.706738,0.0221
0.8912,0.8416,-0.5529,-0.4084,-0.9558,-1.0770,0.79421,0.7082,0.707783,0.5960
0.8909,0.2439,-0.6643,0.3433,-0.9444,-0.9000,0.79374,0.0595,0.707158,0.0145
0.8911,0.2073,-0.7131,0.4086,-0.9210,-1.0693,0.79401,0.0430,0.707526,0.0089
0.8915,0.8802,-0.6774,-0.3910,-0.9748,-1.0640,0.79471,0.7748,0.708456,0.6820
0.8913,0.1708,-0.5898,0.3508,-0.7932,-1.0605,0.79449,0.0292,0.708163,0.0050
0.8918,0.9190,-0.6580,-0.3444,-0.8563,-0.9475,0.79522,0.8445,0.709138,0.7761
0.8920,0.9544,-0.5080,-0.5069,-0.7948,-1.1910,0.79573,0.9109,0.709820,0.8694
0.8916,0.1344,-0.5374,0.4208,-0.9320,-0.9247,0.79497,0.0181,0.708802,0.0024
0.8924,0.9936,-0.5199,-0.4503,-1.1111,-1.0483,0.79633,0.9873,0.710629,0.9810
0.8919,0.0982,-0.6074,0.5056,-0.8656,-0.9515,0.79549,0.0096,0.709498,0.0009
0.8922,0.0619,-0.5374,0.3956,-0.8395,-0.9558,0.79602,0.0038,0.710205,0.0002
0.9160,0.5395,-0.7706,-0.0267,-0.8171,-1.0678,0.83897,0.2910,0.768461,0.1570
0.9160,0.3911,-0.7024,0.1292,-0.8317,-0.9282,0.83901,0.1530,0.768507,0.0598
0.9159,0.4280,-0.6529,0.1110,-0.8274,-0.9916,0.83890,0.1832,0.768362,0.0784
0.9159,0.4650,-0.6248,0.1361,-0.8911,-0.9622,0.83887,0.2162,0.768315,0.1005
0.9160,0.5021,-0.6922,0.0058,-0.7863,-0.9453,0.83898,0.2521,0.768467,0.1266
0.9161,0.6144,-0.5391,-0.2498,-0.8686,-1.0125,0.83928,0.3775,0.768881,0.2319
0.9162,0.3179,-0.7357,0.2410,-0.8996,-0.8960,0.83935,0.1010,0.768980,0.0321
0.9160,0.3545,-0.6595,0.1938,-1.0089,-1.0239,0.83912,0.1257,0.768662,0.0446
0.9161,0.5769,-0.7163,-0.1147,-0.8867,-1.0165,0.83920,0.3328,0.768775,0.1920
0.9163,0.6520,-0.7112,-0.2415,-0.7874,-1.0201,0.83960,0.4251,0.769317,0.2771
0.9163,0.2813,-0.6847,0.1683,-0.8161,-1.0608,0.83953,0.0791,0.769227,0.0223
0.9165,0.6897,-0.5843,-0.3008,-0.9639,-1.1232,0.83997,0.4757,0.769830,0.3281
0.9163,0.2448,-0.7060,0.2308,-0.9636,-0.9255,0.83968,0.0599,0.769433,0.0147
0.9165,0.2081,-0.7939,0.3217,-0.8990,-0.9213,0.84004,0.0433,0.769929,0.0090
0.9168,0.7277,-0.6266,-0.2610,-0.9242,-1.0635,0.84045,0.5295,0.770487,0.3853
0.9168,0.1715,-0.6232,0.3503,-1.0145,-1.1097,0.84049,0.0294,0.770546,0.0050
0.9170,0.7658,-0.7772,-0.3591,-0.8867,-1.0468,0.84092,0.5865,0.771142,0.4492
0.9170,0.1350,-0.5889,0.4737,-0.9643,-0.8902,0.84091,0.0182,0.771130,0.0025
0.9173,0.8043,-0.7496,-0.4015,-0.9158,-0.9833,0.84143,0.6469,0.771841,0.5203
0.9176,0.8429,-0.6741,-0.4334,-0.8802,-0.9195,0.84199,0.7104,0.772606,0.5988
0.9173,0.0988,-0.5658,0.3272,-0.9505,-0.8277,0.84137,0.0098,0.771752,0.0010
0.9180,0.8816,-0.7070,-0.4520,-0.9442,-1.0214,0.84264,0.7772,0.773512,0.6852
0.9176,0.0624,-0.5551,0.4509,-0.9382,-0.8516,0.84191,0.0039,0.772493,0.0002
0.9183,0.9204,-0.6359,-0.4858,-1.0229,-0.9801,0.84331,0.8471,0.774433,0.7797
0.9186,0.9559,-0.6200,-0.3846,-1.0036,-1.0840,0.84390,0.9137,0.775243,0.8734
0.9191,0.9951,-0.5076,-0.3848,-1.0807,-1.2465,0.84467,0.9903,0.776295,0.9855
0.9418,0.4288,-0.6987,0.0714,-0.8607,-1.0053,0.88696,0.1839,0.835332,0.0789
0.9419,0.4658,-0.6869,-0.0229,-0.9423,-1.0518,0.88712,0.2170,0.835550,0.1011
0.9419,0.3187,-0.5562,0.1601,-0.9786,-0.9961,0.88716,0.1015,0.835603,0.0324
0.9418,0.3553,-0.6958,0.2687,-0.9782,-0.9067,0.88703,0.1262,0.835423,0.0449
0.9418,0.3920,-0.8064,-0.0596,-0.9666,-1.1965,0.88704,0.1537,0.835443,0.0602
0.9419,0.5031,-0.8634,-0.0842,-0.9049,-1.0418,0.88726,0.2531,0.835746,0.1273
0.9421,0.5404,-0.6109,-0.0630,-0.9017,-1.0246,0.88747,0.2921,0.836045,0.1578
0.9421,0.2454,-0.7992,0.2903,-0.9799,-1.0774,0.88752,0.0602,0.836124,0.0148
0.9420,0.2820,-0.5931,0.2317,-0.9673,-0.9082,0.88731,0.0795,0.835816,0.0224
0.9422,0.5779,-0.6578,-0.1215,-0.8330,-1.0158,0.88772,0.3340,0.836406,0.1930
0.9423,0.6155,-0.6149,-0.1546,-0.8423,-1.0100,0.88794,0.3788,0.836713,0.2331
0.9422,0.2087,-0.6224,0.2272,-0.9613,-0.9833,0.88768,0.0436,0.836344,0.0091
0.9425,0.6531,-0.6467,-0.2226,-0.8913,-0.9528,0.88839,0.4265,0.837346,0.2786
0.9424,0.1721,-0.5901,0.2106,-1.0804,-0.9340,0.88805,0.0296,0.836866,0.0051
0.9426,0.1357,-0.7319,0.3642,-0.9589,-0.8877,0.88847,0.0184,0.837463,0.0025
0.9428,0.6909,-0.7897,-0.2710,-1.0235,-0.9921,0.88883,0.4773,0.837969,0.3298
0.9428,0.0993,-0.6074,0.3612,-1.0781,-0.8596,0.88889,0.0099,0.838049,0.0010
0.9431,0.7289,-0.6751,-0.3762,-1.0215,-1.0378,0.88952,0.5313,0.838950,0.3872
0.9431,0.0630,-0.5215,0.3847,-1.0913,-0.8257,0.88935,0.0040,0.838704,0.0002
0.9435,0.7671,-0.6103,-0.2744,-1.0339,-0.9916,0.89015,0.5884,0.839831,0.4514
0.9438,0.8056,-0.5641,-0.2678,-0.9432,-1.0429,0.89077,0.6490,0.840709,0.5229
0.9442,0.8442,-0.6064,-0.3403,-0.9399,-1.1371,0.89156,0.7127,0.841835,0.6017
0.9447,0.8830,-0.6878,-0.3919,-0.9987,-0.9965,0.89240,0.7796,0.843025,0.6884
0.9451,0.9219,-0.4601,-0.3006,-1.1417,-1.1291,0.89321,0.8498,0.844166,0.7834
0.9455,0.9574,-0.3954,-0.4184,-1.1130,-1.1936,0.89394,0.9166,0.845207,0.8776
0.9460,0.9967,-0.5801,-0.4396,-1.2272,-1.2896,0.89499,0.9935,0.846697,0.9902
0.9678,0.3928,-0.7032,0.1304,-1.0596,-1.0412,0.93657,0.1543,0.906374,0.0606
0.9678,0.4297,-0.8066,0.1942,-0.8370,-0.8944,0.93666,0.1846,0.906508,0.0793
0.9679,0.2459,-0.5510,0.0934,-0.9862,-1.1035,0.93679,0.0605,0.906695,0.0149
0.9678,0.2826,-0.6331,0.1777,-1.0951,-0.9418,0.93665,0.0799,0.906500,0.0226
0.9678,0.3193,-0.7382,0.3083,-1.0632,-0.9179,0.93659,0.1020,0.906407,0.0326
0.9678,0.3560,-0.7748,0.1064,-1.0571,-1.0083,0.93664,0.1267,0.906479,0.0451
0.9679,0.4667,-0.7311,0.1861,-0.8768,-0.9650,0.93690,0.2178,0.906862,0.1017
0.9680,0.5040,-0.7171,-0.0155,-1.0065,-1.0849,0.93709,0.2540,0.907132,0.1280
0.9680,0.2092,-0.6898,0.3003,-0.9745,-0.9634,0.93700,0.0438,0.907007,0.0092
0.9682,0.5414,-0.7861,0.0010,-0.8852,-0.8979,0.93746,0.2931,0.907670,0.1587
0.9681,0.1726,-0.6528,0.3932,-1.0230,-0.7823,0.93719,0.0298,0.907284,0.0051
0.9684,0.5790,-0.7286,-0.0794,-0.8817,-1.0077,0.93780,0.3352,0.908168,0.1941
0.9683,0.1362,-0.6868,0.3700,-1.1750,-0.8322,0.93752,0.0185,0.907760,0.0025
0.9686,0.6165,-0.8118,-0.1156,-0.9226,-0.9415,0.93816,0.3801,0.908695,0.2343
0.9684,0.0999,-0.7096,0.3250,-1.1361,-0.8506,0.93777,0.0100,0.908129,0.0010
0.9688,0.6542,-0.6726,-0.1524,-0.7974,-0.9423,0.93864,0.4280,0.909383,0.2800
0.9686,0.0635,-0.4935,0.4171,-1.1897,-0.7911,0.93819,0.0040,0.908736,0.0003
0.9692,0.6921,-0.7544,-0.1899,-0.9623,-0.9716,0.93930,0.4789,0.910350,0.3315
0.9696,0.7301,-0.7596,-0.1380,-1.0694,-0.9176,0.94005,0.5331,0.911435,0.3892
0.9699,0.7684,-0.6814,-0.2807,-0.9608,-1.0451,0.94080,0.5904,0.912531,0.4537
0.9704,0.8070,-0.6853,-0.2096,-0.9063,-0.9736,0.94162,0.6512,0.913721,0.5255
0.9708,0.8456,-0.5712,-0.3347,-1.0348,-1.0315,0.94244,0.7151,0.914917,0.6047
0.9714,0.8845,-0.5813,-0.4315,-1.2011,-1.1488,0.94359,0.7823,0.916591,0.6919
0.9719,0.9234,-0.5191,-0.3231,-1.1424,-1.1150,0.94456,0.8527,0.918010,0.7873
0.9724,0.9590,-0.5706,-0.4349,-1.3620,-1.4040,0.94552,0.9196,0.919408,0.8819
0.9730,0.9984,-0.5895,-0.4184,-1.4435,-1.4379,0.94680,0.9967,0.921270,0.9951
0.9937,0.2832,-0.5547,0.1869,-1.0254,-0.9516,0.98735,0.0802,0.981089,0.0227
0.9937,0.3200,-0.6872,0.1513,-1.0565,-0.8815,0.98735,0.1024,0.981090,0.0328
0.9938,0.3935,-0.7240,0.0773,-0.9113,-0.8848,0.98761,0.1548,0.981474,0.0609
0.9938,0.1731,-0.5510,0.3109,-1.1920,-0.8502,0.98765,0.0300,0.981533,0.0052
0.9937,0.2098,-0.6855,0.3489,-1.0925,-0.9505,0.98753,0.0440,0.981357,0.0092
0.9937,0.2465,-0.7285,0.1405,-1.1830,-0.9896,0.98741,0.0608,0.981172,0.0150
0.9937,0.3567,-0.6771,0.1085,-1.0520,-1.0258,0.98745,0.1272,0.981241,0.0454
0.9939,0.4304,-0.7881,0.0424,-0.9499,-0.9573,0.98782,0.1853,0.981793,0.0797
0.9940,0.1366,-0.7350,0.3323,-1.2594,-0.7975,0.98795,0.0187,0.981984,0.0025
0.9941,0.4675,-0.7076,0.0412,-1.1034,-0.9293,0.98815,0.2186,0.982279,0.1022
0.9942,0.5048,-0.8234,-0.0184,-0.9717,-1.0423,0.98846,0.2549,0.982745,0.1287
0.9941,0.1002,-0.5171,0.3139,-1.0979,-0.7360,0.98821,0.0100,0.982368,0.0010
0.9944,0.5424,-0.6504,-0.1123,-1.1200,-1.0928,0.98885,0.2942,0.983315,0.1595
0.9943,0.0638,-0.5801,0.4367,-1.3739,-0.6667,0.98864,0.0041,0.983011,0.0003
0.9946,0.5800,-0.7335,-0.0094,-0.9523,-0.9295,0.98932,0.3364,0.984017,0.1951
0.9949,0.6176,-0.7273,-0.1477,-1.0139,-1.0010,0.98984,0.3814,0.984806,0.2356
0.9952,0.6553,-0.7493,-0.1489,-0.8955,-1.0292,0.99051,0.4295,0.985793,0.2814
0.9956,0.6932,-0.8634,-0.0426,-1.0432,-0.8656,0.99122,0.4806,0.986865,0.3332
0.9960,0.7314,-0.6291,-0.2243,-1.0962,-0.9884,0.99208,0.5349,0.988138,0.3912
0.9965,0.7697,-0.6719,-0.1737,-1.1797,-1.0933,0.99300,0.5924,0.989517,0.4560
0.9970,0.8083,-0.6740,-0.2750,-1.1988,-1.0409,0.99399,0.6534,0.990998,0.5281
0.9975,0.8471,-0.6469,-0.4423,-1.0617,-1.2958,0.99494,0.7175,0.992425,0.6078
0.9981,0.8859,-0.6563,-0.1911,-1.3150,-1.1023,0.99613,0.7849,0.994197,0.6953
0.9987,0.9249,-0.6068,-0.2621,-1.3508,-1.3232,0.99745,0.8555,0.996179,0.7913
0.9993,0.9606,-0.5633,-0.3262,-1.6353,-1.3858,0.99860,0.9227,0.997894,0.8863
1.0000,1.0000,-0.3565,-0.3839,-1.6335,-1.5826,1.00000,1.0000,1.000000,1.0000
